die Umwelt, -en	environment	Es ist an der Zeit, besser auf unsere Umwelt zu achten.	It’s time to take better care of our environment.
rauchen, raucht, rauchte, hat geraucht	to smoke	In den meisten Restaurants darf man nicht mehr Zigaretten rauchen.	In most restaurants you are no longer allowed to smoke cigarettes.
die Beschreibung, -en	description	Felix gibt mir eine Beschreibung, wie ich den Weg zum Bahnhof finde.	Felix gives me a description of how to find my way to the station.
die Pflanze, -n	plant	Pflanzen brauchen Licht, um zu wachsen.	Plants need light to grow.
die Tätigkeit, -en	activity, work	Patrick hat keine geregelte Tätigkeit, er ist arbeitslos.	Patrick has no regular job, he’s unemployed.
die Landschaft, -en	landscape, countryside	Die Landschaft außerhalb von Leipzig ist sehr grün und schön.	The landscape outside Leipzig is very green and beautiful.
verweisen, verweist, verwies, hat verwiesen	to refer, expel	Der Trainer verweist den Spieler des Platzes.	The coach expels the player from the pitch.
der Arbeitsplatz, -̈e	workplace, job	Svenjas Arbeitsplatz ist immer sehr sauber und ordentlich.	Svenja’s workplace is always very clean and tidy.
erfassen, erfasst, erfasste, hat erfasst	to determine, grasp, acquire	Mit einer Umfrage erfasst die Universität, wie zufrieden die Studierenden sind.	With a survey the university determines how satisfied the students are.
die Komponente, -n	component	Das Gericht besteht aus verschiedenen Komponenten, die auch einzeln gut schmecken.	The dish consists of different components that also taste good individually.
das Ion, -en	ion	Das Ion ist ein elektrisch geladenes Molekül.	The ion is an electrically charged molecule.
der Laden, -̈	shop	Auf dem Land gibt es noch viele kleine, private Läden, die Lebensmittel verkaufen.	In the countryside there are still many small, private shops selling food.
fein	fine	Ute hat sehr feines Haar.	Ute has very fine hair.
der Stern, -e	star	Am Himmel über der Stadt sieht man weniger Sterne als auf dem Land.	You can see fewer stars in the sky above the city than in the country.
der Schuh, -e	shoe	Zieh die Schuhe aus, wenn du ins Haus gehst!	Take off your shoes when you go in the house!
das Knie, -	knee	Bei einem Rennen in Berlin verletzte sich ein Sportler schwer am Knie.	At a race in Berlin, one athlete injured his knee badly.
null	zero	Timur hat null Ahnung, was die Lösung ist.	Timur has zero idea what the solution is.
die Schicht, -en	layer, class	Auf dem Berg liegt manchmal auch im Sommer eine Schicht Schnee.	Sometimes there is a layer of snow on the mountain even in summer.
unglaublich	incredible	Die Aktien sind in den letzten Tagen unglaublich gestiegen.	The shares have risen incredibly in the last few days.
zurück	back	Jan kommt aus dem Urlaub zurück nach Hause.	Jan comes back home from vacation.
die Realität, -en	reality	In der Realität sind Probleme oft kleiner, als man denkt.	In reality, problems are often smaller than you think.
sobald	as soon as	Sobald Jürgen dort einen Job findet, zieht er nach Berlin.	As soon as Jürgen finds a job there, he’s moving to Berlin.
belegen, belegt, belegte, hat belegt	to occupy, prove, verify, take	In diesem Wintersemester belegt Charlotte nur drei Kurse an der Uni.	This winter semester Charlotte is only taking three courses at the university.
der Fluss, -̈e	river	Die Pleiße ist ein Fluss, der durch Leipzig fließt.	The Pleiße is a river that flows through Leipzig.
die Alternative, -n	alternative	Mittlerweile gibt es viele gute Alternativen zu Fleisch.	Meanwhile there are many good alternatives to meat.
verpflichten, verpflichtet, verpflichtete, hat verpflichtet	to obligate, oblige, commit	Der Vertrag verpflichtet Frau Meier dazu, 30 Stunden pro Woche zu arbeiten.	The contract obliges Ms. Meier to work 30 hours a week.
begrüßen, begrüßt, begrüßte, hat begrüßt	to greet	Felix kommt ins Büro und begrüßt als erstes alle Kollegen.	Felix comes into the office and greets all his colleagues first.
die Führung, -en	management, command, leadership	Unter der Führung des neuen Managers steigen die Umsätze wieder.	Sales increase again under the leadership of the new manager.
untere (r, s)	lower	Ich wohne in der unteren Wohnung, damit ich nicht so viele Treppen steigen muss.	I live in the lower apartment so I don’t have to climb so many stairs.
das Handy, -s	mobile phone	Mit den neuen Handys kann man nicht nur telefonieren, sondern auch ins Internet gehen.	With the new mobile phones you can not only make phone calls, but also go online.
die Hauptstadt, -̈e	capital city	Berlin ist die Hauptstadt von Deutschland.	Berlin is the capital city of Germany.
das Experiment, -e	experiment	Der Lehrer zeigt in einem Experiment, wie zwei chemische Substanzen miteinander reagieren.	The teacher shows in an experiment how two chemical substances react with each other.
der Frieden, -	peace	Solange es Krieg gibt, kann es keinen Frieden auf der Welt geben.	As long as there is war, there can be no peace in the world.
der Verlauf, -̈e	course	Der Verlauf der Krankheit ist tödlich.	The course of the disease is fatal.
das Potenzial, -e	potential	Das Potenzial vieler Kinder wird in der Schule nicht erkannt.	The potential of many children is not recognized at school.
der Verlag, -e	publishing company	Viele Verlage veröffentlichen immer mehr Bücher.	Many publishing companies are publishing more and more books.
der Ministerpräsident, -en	governor, minister president	Der Ministerpräsident besetzt ein öffentliches Amt im Parlament.	The minister president holds a public office in parliament.
der Vogel, -̈	bird	Am Himmel fliegen viele Vögel.	A lot of birds fly in the sky.
die Branche, -n	sector, line of business	Das Arbeiten mit Aktien ist keine sichere Branche.	Working with stocks is not a safe sector.
der Schauspieler, -	actor	Das Theater sucht junge Schauspieler für ein neues Stück.	The theater is looking for young actors for a new play.
beinahe	almost, nearly	Wir haben beinahe den Zug verpasst.	We almost missed the train.
jährlich	annual	Die Universität vergibt jährlich den Preis für den besten Professor.	The university awards the prize for the best professor annually.
die Botschaft, -en	message	Die Polizei glaubt, dass der Brief eine Botschaft enthält.	The police believe that the letter contains a message.
der Alltag, -e	workday, daily routine, everyday life	Im Alltag tragen viele Menschen andere Kleidung als im Urlaub.	Many people wear different clothes in everyday life than on vacation.
der Umsatz, -̈e	turnover, sales	Durch Werbung versuchen wir, den Umsatz unseres Geschäfts zu steigern.	We try to increase the turnover of our business through advertising.
der Verband, -̈e	association, bandage	Das Kind bekommt im Krankenhaus einen neuen Verband um seinen Arm.	The child gets a new bandage around his arm in the hospital.
betreten	to enter, walk into/onto	Wir dürfen das Haus nicht betreten, weil es hier nicht sicher ist.	We’re not allowed to enter the house because it’s not safe here.
die Regelung, -en	regulation, settlement	Eine neue Regelung besagt, dass Jugendliche mit ihren Eltern schon mit 17 Jahren Auto fahren dürfen.	A new regulation states that young people are allowed to drive a car with their parents at the age of 17.
überwiegen, überwiegt, überwog, hat überwogen	to outweigh	Weil die negativen Argumente überwiegen, entscheide ich mich dagegen.	Since the negative arguments outweigh the positive ones, I am against it.
bedingen, bedingt, bedingte, hat bedingt	to cause	Die Ergebnisse des Experiments bedingen eine Änderung der ursprünglichen Annahme.	The results of the experiment cause a change in the original assumption.
die Gestalt, -en	shape, form, figure	Der Mann hat zur Zeit der Tat eine dunkle Gestalt gesehen.	The man saw a dark figure at the time.
der Minister, -	minister	Wir wählen einen neuen Minister für das Amt für Bildung.	We elect a new minister for the Office of Education.
das Fahrzeug, -e	vehicle	Irgendwann fahren nur noch elektronische Fahrzeuge.	At some point, only electronic vehicles will be driving.
gemäß	according to	Gemäß der Regeln dürfen Schüler die Schule nicht vor Ende des Unterrichts verlassen.	According to the rules, students are not allowed to leave the school before the end of the lesson.
der Vorwurf, -̈e	reproach, accusation	Meine Frau macht mir den Vorwurf, dass ich ihr nie zuhöre.	The accusation my wife makes is that I never listen to her.
erforderlich	required, necessary	Herr Stein hat alle erforderlichen Voraussetzungen für den Job.	Mr. Stein has all the necessary requirements for the job.
die Haltung, -en	posture, attitude	Viele Leute, die am Schreibtisch arbeiten, haben keine gesunde Haltung.	Many people who work at desks do not have a healthy posture.
der Schriftsteller, -	writer	Bei einem Gespräch verrät der Schriftsteller erste Fakten zu seinem neuen Buch.	During a conversation, the writer reveals the first facts about his new book.
die Stimmung, -en	mood, atmosphere	Die Stimmung auf der Geburtstagfeier von Ann-Katrin ist sehr gut.	The atmosphere at Ann-Katrin’s birthday party is very good.
zufällig	accidental, by chance	Nora trifft beim Einkaufen zufällig ihren Bruder.	Nora meets her brother by chance while shopping.
enorm	enormous	Die Firma hat in diesem Jahr enorme Umsätze.	The company has enormous sales this year.
das Fach, -̈er	compartment, subject	Chemie ist Frederiks bestes Fach in der Schule.	Chemistry is Frederik’s best subject at school.
begrenzen, begrenzt, begrenzte, hat begrenzt	to limit, restrict	Sie möchten die wöchentliche Arbeitszeit auf 35 Stunden begrenzen.	They want to limit the weekly working hours to 35.
das Lied, -er	song	Wir singen für sie ein Lied zu ihrem Geburtstag.	We’ll sing her a song for her birthday.
die Nation, -en	nation	Jede Nation hat ihre eigene Sprache und ihre eigenen Traditionen.	Each nation has its own language and traditions.
die Verhandlung, -en	negotiation	Morgen beginnen die Verhandlungen zu einem neuen Gesetz.	Negotiations on a new law begin tomorrow.
der Wein, -e	wine	Dietmar bestellt im Restaurant eine teure Flasche Wein.	Dietmar orders an expensive bottle of wine at the restaurant.
die Auflage, -n	edition, condition, plating	Die Bibliothek führt nicht die neueste Auflage des Buches.	The library does not carry the latest edition of the book.
billig	cheap	Einige billige Produkte halten nicht sehr lange.	Some cheap products do not last very long.
dünn	thin	Auf dem See ist eine dünne Schicht Eis.	There’s a thin layer of ice on the lake.
achten, achtet, achtete, hat geachtet	to respect, pay attention	Kinder achten häufig nicht auf Autos, bevor sie über die Straße laufen.	Children often don’t pay attention to cars before they cross the road.
der Amerikaner, -	American	Ich bin stolz, ein Amerikaner zu sein und in New York zu wohnen.	I’m proud to be an American and live in New York.
der Anbieter, -	supplier	Für den neuen Vertrag seines Handys wechselt Kai zu einem anderen Anbieter.	Kai switches to another supplier for the new contract for his mobile phone.
die Industrie, -n	industry	Die Industrie ist ein Teil der Wirtschaft.	The industry is part of the economy.
Spanien	Spain	Ich freue mich auf meine erste Reise nach Spanien.	I’m looking forward to my first trip to Spain.
ab	off, away	Kinder, es ist schon spät, ab ins Bett mit euch!	Kids, it’s getting late. Off to bed with you!
der Jude, -n	Jew	Yom Kippur ist bei den Juden ein religiöser Tag.	Yom Kippur is a religious day for the Jews.
der Vorgang, -̈e	procedure, process	Der Lehrer erklärt die chemischen Vorgänge bei der Herstellung von Alkohol.	The teacher explains the chemical processes involved in the production of alcohol.
ausgeben, gibt aus, gab aus, hat ausgegeben	to spend	Maria gibt ihr ganzes Geld für das Reisen aus.	Maria spends all her money traveling.
der Meister, -	master	Unser Professor ist ein Meister in seinem Fach.	Our professor is a master in his field.
weitgehend	extensive	Der Professor stimmt der Aussage des Studenten weitgehend zu, aber nicht vollständig.	The professor agrees with the student’s statement extensively, but not completely.
traurig	sad	Lucy ist traurig, weil ihr Hund gestorben ist.	Lucy is sad because her dog died.
die Aufmerksamkeit, -en	attention	Vielen Dank für Ihre Aufmerksamkeit!	Thank you for your attention!
die Berechnung, -en	calculation	Nach den neuen Berechnungen der Manager kann sich die Firma einen zweiten Standort leisten.	According to the new calculations of the managers, the company can afford a second location.
